day	temperaturemin	temperaturemax	precipitation	avgwindspeed	fastest2minwindspeed	fastest5secwindspeed
3746	50	75.9	0.4	9.17	23.04	29.08
3747	63	82	0	12.97	23.94	31.09
3748	53.1	78.1	0.32	6.71	17	23.94
3749	50	70	0.09	15.21	44.07	52.12
3750	43	59	0	11.86	23.94	36.01
3751	34	66.9	0	3.13	12.97	17
3752	37.9	77	0	4.47	14.09	19.91
3753	48.9	78.1	0	9.62	18.12	23.94
3754	55	82	0	10.51	21.03	25.05
3755	55.9	82.9	0	4.03	14.09	19.01
3756	54	80.1	0	8.05	18.12	23.94
3757	53.1	81	0	4.47	12.08	14.99
3758	61	84.9	0	9.62	21.03	27.07
3759	60.1	82	0	12.75	23.04	31.09
3760	62.1	86	0.05	9.84	19.91	31.99
3761	61	73.9	0.03	9.62	18.12	23.94
3762	55	69.1	0	3.58	10.07	12.97
3763	55.9	84.9	0	5.82	14.99	21.03
3764	63	89.1	0.21	6.93	18.12	21.92
3765	55.9	87.1	0.09	9.4	25.95	35.12
3766	53.1	55.9	0.77	11.18	21.03	27.07
3767	53.1	60.1	4.51	10.96	21.03	25.05
3768	57.9	70	2.17	6.93	12.97	16.11
3769	55.9	81	0	5.37	16.11	23.04
3770	62.1	82	0	10.51	19.91	25.95
3771	69.1	88	0	9.17	17	21.92
3772	72	89.1	0	10.07	17	21.03
3773	70	86	0.02	10.51	19.91	27.96
3774	68	84.9	0.29	15.66	27.96	42.05
3775	60.1	77	0	11.41	23.04	31.09
3776	53.1	79	0	5.14	16.11	25.05
3777	57	80.1	0.29	10.74	19.91	27.96
3778	55.9	78.1	1.48	15.88	25.95	36.01
3779	53.1	66.9	0.02	10.96	21.92	31.09
3780	45	69.1	0	5.82	17	25.95
3781	43	71.1	0	4.7	16.11	23.04
3782	43	64	0.01	1.79	8.95	10.07
3783	57	82.9	0.45	3.8	16.11	21.92
3784	61	84	0.48	4.92	23.94	44.96
3785	54	61	0.07	7.61	16.11	21.03
3786	52	66	0.23	4.47	10.07	12.97
3787	48.9	81	0	7.16	17	23.94
3788	60.1	84.9	0	4.7	14.09	19.91
3789	57	87.1	0	3.58	12.97	17
3790	66	89.1	0	8.95	17	23.04
3791	66	86	0	10.96	18.12	23.94
3792	68	89.1	0	8.05	19.91	31.09
3793	66.9	90	0	7.38	21.92	27.07
3794	60.1	75.9	0	7.61	14.09	18.12
3795	68	80.1	0.3	8.05	21.92	27.96
3796	66.9	71.1	0.69	4.47	12.08	16.11
3797	64.9	73.9	0.29	5.82	16.11	21.03
3798	60.1	75.9	0.82	11.41	27.96	36.91
3799	59	81	0	7.83	18.12	25.05
3800	61	88	0	6.04	17	19.91
3801	66.9	86	0.08	6.71	17	25.05
3802	64	87.1	0.08	3.13	12.08	17
3803	68	82	0.06	4.03	12.08	14.99
3804	68	86	0	4.7	14.99	18.12
3805	62.1	84.9	0	1.57	10.07	14.99
3806	61	84.9	0	3.8	12.97	18.12
3807	57	88	0	3.36	14.99	19.91
3808	61	90	0.38	5.82	25.95	33.11
3809	66.9	84.9	1.54	6.04	23.94	29.08
3810	64	82.9	0	3.8	12.08	16.11
3811	59	77	0	10.29	18.12	23.04
3812	55	73	0	7.38	19.91	25.95
3813	53.1	82.9	0	4.03	12.97	18.12
3814	61	89.1	0	6.04	16.11	19.91
3815	66.9	90	0	6.26	14.99	21.03
3816	66.9	89.1	0	6.49	14.99	18.12
3817	66.9	89.1	0	8.05	17	21.92
3818	66	93	0	5.82	19.91	27.07
3819	70	91	0	3.36	8.95	0
3820	70	89.1	2.3	4.03	23.04	29.08
3821	72	86	0.21	5.82	14.99	21.03
3822	73.9	91	0.17	8.72	17	40.04
3823	70	91.9	0.09	11.86	25.05	31.09
3824	66.9	82	0.72	4.47	12.97	18.12
3825	66	84.9	0.2	6.71	14.99	19.91
3826	71.1	84	0	8.05	16.11	19.01
3827	73	91	0.04	13.65	25.05	33.11
3828	71.1	91	0.46	7.83	25.05	33.11
3829	66.9	84	0	3.58	12.08	17
3830	60.1	84.9	0	3.36	12.08	19.01
3831	59	82.9	0	3.8	12.97	17
3832	57	82.9	0	4.25	12.97	18.12
3833	60.1	87.1	0	6.71	14.09	19.01
3834	69.1	87.1	0.05	7.83	17	23.04
3835	73	90	0	9.17	17	21.03
3836	71.1	91.9	0	4.47	10.07	12.97
3837	70	93	0.15	2.91	14.99	18.12
3838	71.1	91.9	0.84	3.8	16.11	19.01
3839	70	89.1	0.47	2.46	12.97	19.91
3840	68	93	0	5.82	14.99	21.03
3841	73	91	0	8.95	16.11	23.04
3842	71.1	95	0.05	6.49	16.11	25.05
3843	69.1	88	0	3.36	12.97	14.09
3844	70	90	0	4.47	14.99	17
3845	71.1	95	0	6.93	16.11	19.01
3846	75	93.9	0	8.72	16.11	21.92
3847	78.1	97	0	8.5	17	23.94
3848	77	97	0	9.4	21.03	25.95
3849	75	93.9	0	5.82	16.11	21.03
3850	73	91	0.05	5.14	14.99	19.91
3851	71.1	90	0.02	4.47	12.08	16.11
3852	71.1	89.1	0	5.14	12.97	19.91
3853	66.9	93.9	0	2.68	12.08	16.11
3854	71.1	99	0	3.8	10.07	12.08
3855	73.9	98.1	0	5.59	16.11	19.91
3856	75.9	100.9	0	10.74	19.91	27.96
3857	71.1	102	0.56	8.95	25.05	31.99
3858	71.1	93	0	7.16	14.09	18.12
3859	73.9	91	0	4.7	12.97	16.11
3860	72	90	0	5.82	16.11	21.03
3861	72	93.9	0.02	7.61	16.11	21.92
3862	75	93.9	0.21	7.61	19.91	25.95
3863	70	82	0.01	8.5	18.12	27.07
3864	63	84.9	0	6.26	17	23.04
3865	57.9	87.1	0	4.47	17	21.03
3866	60.1	88	0	2.91	12.08	18.12
3867	66	91	0	3.36	8.95	12.08
3868	68	93.9	0	3.8	14.09	19.01
3869	68	91.9	0	7.16	17	25.05
3870	68	91.9	0	6.49	14.99	21.03
3871	64.9	90	0	7.61	14.99	21.92
3872	73.9	91.9	0.04	10.96	25.05	34
3873	68	78.1	1.5	5.82	21.03	27.96
3874	66.9	84	0	6.71	16.11	21.92
3875	63	88	0	4.03	12.08	19.01
3876	73	89.1	1.2	4.25	12.97	16.11
3877	73	91.9	0.48	5.37	12.08	17
3878	73	81	0.73	6.26	14.99	19.91
3879	73	88	0.21	3.8	16.11	19.91
3880	75.9	91	0.07	2.91	14.99	19.01
3881	73.9	91.9	0	4.03	10.07	14.09
3882	75	93.9	0.24	4.92	21.03	25.05
3883	75	98.1	0.01	7.38	16.11	21.03
3884	73	91.9	0.05	2.91	10.07	14.09
3885	71.1	95	0	3.58	12.97	21.92
3886	71.1	93	0	3.13	12.97	16.11
3887	73.9	96.1	0	7.61	16.11	21.92
3888	73.9	95	0.21	5.82	16.11	21.03
3889	71.1	84	0	6.04	17	19.91
3890	68	84.9	0	5.14	10.07	14.99
3891	68	82.9	0	8.05	14.99	21.03
3892	63	81	0	9.17	17	23.94
3893	62.1	78.1	0.03	11.41	21.92	29.97
3894	64	71.1	0.22	8.5	17	25.05
3895	59	84	0	1.79	10.07	12.08
3896	69.1	87.1	0.01	7.16	16.11	19.91
3897	64	78.1	1.06	7.83	21.92	27.96
3898	61	82.9	0	6.26	12.97	17
3899	62.1	82.9	0	4.25	12.97	17
3900	59	87.1	0	3.58	12.08	17
3901	64	90	0.06	8.05	21.92	27.96
3902	61	82	0.52	4.92	16.11	21.92
3903	53.1	75.9	0	2.91	14.09	18.12
3904	51.1	77	0	2.68	12.97	16.11
3905	53.1	75.9	0	7.38	16.11	23.04
3906	51.1	71.1	0	8.95	21.03	25.95
3907	57.9	66.9	0.01	12.75	19.91	27.07
3908	63	79	0.63	10.74	18.12	25.95
3909	61	84	0	6.71	14.99	19.91
3910	64	82.9	0	6.04	14.99	18.12
3911	63	84.9	0	1.79	8.05	10.96
3912	62.1	84.9	0	3.8	14.09	18.12
3913	63	84.9	0	5.59	12.97	19.91
3914	64.9	82.9	0	6.71	17	23.04
3915	64	84.9	0	4.25	10.07	17
3916	62.1	91	0	3.58	14.09	19.91
3917	64.9	88	0	1.79	23.94	35.12
3918	61	89.1	0	2.24	12.97	16.11
3919	61	87.1	0	4.47	14.09	21.03
3920	63	87.1	0	5.59	16.11	19.91
3921	63	82.9	0	6.71	16.11	23.04
3922	69.1	84.9	0	7.61	16.11	23.94
3923	68	91	0	5.59	17	23.94
3924	63	93.9	0	3.13	17	25.95
3925	60.1	72	0	6.04	12.97	18.12
3926	54	77	0	7.83	17	23.04
3927	48	71.1	0	7.16	16.11	23.04
3928	46.9	75.9	0	4.92	12.97	19.01
3929	50	77	0	6.26	14.09	18.12
3930	50	82	0	2.24	8.95	16.11
3931	54	84.9	0	3.13	12.08	14.99
3932	55	86	0	2.91	12.08	14.99
3933	59	86	0.15	6.26	17	23.94
3934	73.9	84	0.02	8.28	17	23.94
3935	73.9	91.9	0.09	11.86	25.95	31.99
3936	75	90	0	6.71	12.97	17
3937	73	89.1	1.12	8.05	21.92	29.08
3938	64.9	77	0	8.28	17	23.04
3939	63	71.1	0	7.38	14.99	19.01
3940	62.1	78.1	0	3.13	8.95	12.97
3941	62.1	82.9	0	9.84	19.91	25.05
3942	51.1	69.1	0.25	5.82	12.08	19.01
3943	42.1	64	0	5.14	16.11	21.92
3944	37	68	0	2.68	12.08	14.99
3945	42.1	75.9	0	1.12	12.08	14.09
3946	43	77	0	2.01	12.08	18.12
3947	48	79	0	2.01	10.07	14.99
3948	51.1	79	0	3.13	10.07	19.01
3949	61	75.9	1.12	10.74	23.94	34
3950	52	72	0	6.49	16.11	21.03
3951	42.1	66	0	3.8	14.99	19.91
3952	39.9	63	0	3.8	12.97	19.01
3953	37.9	73	0	5.82	14.09	19.01
3954	46.9	73.9	0.76	4.92	14.09	19.01
3955	41	68	0.78	7.61	21.03	31.09
3956	36	59	0	6.93	14.99	19.91
3957	39	69.1	0	1.79	8.95	10.96
3958	46	73	0	4.25	12.08	16.11
3959	55	78.1	0	2.01	10.07	12.97
3960	52	81	0	2.01	12.97	14.99
3961	55.9	64	0	8.28	16.11	23.04
3962	51.1	70	0	2.46	8.05	12.97
3963	53.1	75.9	0	4.7	18.12	23.04
3964	44.1	63	0.1	6.49	16.11	23.04
3965	43	45	0.13	8.28	16.11	19.01
3966	45	50	0.27	4.03	12.08	14.99
3967	35.1	57.9	0	6.71	21.92	27.96
3968	28.2	46	0	5.14	16.11	23.94
3969	28.2	48.9	0.03	1.57	12.08	14.99
3970	42.1	60.1	0.64	4.25	12.08	17
3971	43	52	0	8.72	17	21.03
3972	33.1	54	0	3.58	12.97	16.11
3973	36	66.9	0	3.13	12.97	19.01
3974	34	57	0	2.91	8.05	12.97
3975	33.1	66.9	0	11.41	29.08	36.01
3976	34	64	0.08	9.17	25.95	36.91
3977	28.2	57	0	2.01	10.07	17
3978	30.2	64	0	2.91	12.97	17
3979	42.1	62.1	0.03	4.7	14.09	21.92
3980	29.1	50	0	2.68	8.95	16.11
3981	26.2	57	0	1.57	8.95	12.08
3982	29.1	66.9	0	4.92	14.99	19.01
3983	33.1	62.1	0	2.91	12.08	18.12
3984	26.2	61	0	1.34	10.07	12.08
3985	29.1	64.9	0	2.24	12.08	14.09
3986	39.9	70	0	2.46	10.07	14.09
3987	35.1	69.1	0	1.12	8.05	12.08
3988	41	63	0	5.14	14.99	19.91
3989	45	51.1	0	2.91	10.07	14.09
3990	42.1	64	0	2.46	8.95	12.08
3991	33.1	61	0	2.46	10.07	17
3992	41	69.1	0	4.7	14.09	19.91
3993	41	57	0.24	4.7	12.08	21.03
3994	39.9	48.9	0	2.46	8.05	12.08
3995	32	43	1.33	5.82	12.97	18.12
3996	32	34	0.3	5.82	12.08	17
3997	27.1	43	0	5.82	14.99	19.91
3998	26.2	55	0	4.92	12.08	16.11
3999	30.2	53.1	0	9.62	18.12	29.97
4000	21.2	43	0	8.72	19.91	23.94
4001	30.2	57	0	7.38	16.11	19.01
4002	31.1	43	0	5.14	12.08	18.12
4003	24.3	50	0	3.58	14.09	18.12
4004	27.1	51.1	0	2.24	10.07	12.08
4005	35.1	61	0	2.01	12.08	14.09
4006	36	70	0	4.47	14.09	17
4007	48	55.9	0.42	2.46	6.93	10.07
4008	36	53.1	0	4.47	12.97	16.11
4009	36	61	0	3.58	12.97	17
4010	48	71.1	0	12.08	25.95	36.01
4011	43	61	0	7.38	19.91	21.92
4012	30.2	46.9	0	7.61	19.91	34
4013	27.1	43	0	2.24	8.95	14.09
4014	27.1	45	0	4.7	12.08	17
4015	18.1	30.2	0	7.83	16.11	21.03
4016	15.3	42.1	0	2.01	8.95	14.09
4017	27.1	52	0	4.92	16.11	21.03
4018	23.2	35.1	0	10.07	18.12	23.94
4019	13.1	28.2	0	6.49	14.99	21.92
4020	12.2	32	0	2.91	10.07	14.09
4021	9.1	32	0.06	4.25	12.97	23.04
4022	18.1	30.2	0	9.62	21.03	33.11
4023	12.2	31.1	0	5.59	17	23.94
4024	12.2	27.1	0	4.03	12.97	19.91
4025	4.1	30.2	0	2.68	10.07	12.97
4026	16.2	46.9	0	5.37	16.11	19.01
4027	29.1	63	0	2.68	8.95	12.97
4028	43	61	0	4.92	10.07	17
4029	41	64	0.11	6.71	14.99	23.04
4030	55.9	71.1	0.5	11.41	23.04	31.99
4031	29.1	55.9	0	9.62	23.04	29.08
4032	21.2	33.1	0	8.72	18.12	23.94
4033	17.2	39	0	3.8	12.08	14.99
4034	20.1	46.9	0	1.79	8.95	12.97
4035	23.2	37.9	0.49	5.82	18.12	25.05
4036	10.2	34	0	5.59	12.97	19.01
4037	19.2	48.9	0	3.58	12.08	12.97
4038	26.2	55.9	0	5.59	12.97	16.11
4039	31.1	68	0	1.12	8.95	12.97
4040	37.9	62.1	0	4.7	18.12	25.05
4041	46.9	70	0.83	15.66	31.99	42.05
4042	34	54	0	4.03	16.11	23.04
4043	26.2	48.9	0	3.13	12.97	19.91
4044	25.2	57	0	4.25	12.97	17
4045	31.1	66.9	0	6.26	17	21.92
4046	52	60.1	1.3	5.14	12.97	19.01
4047	33.1	52	0.59	8.05	14.99	25.05
4048	25.2	39.9	0.04	6.93	19.91	31.09
4049	19.2	46.9	0	5.82	14.99	21.92
4050	31.1	62.1	0	13.2	25.05	31.09
4051	24.3	57	0.16	7.83	23.04	29.97
4052	18.1	42.1	0	5.14	10.07	14.99
4053	33.1	55.9	0.61	6.49	27.96	36.91
4054	29.1	48	0	4.03	14.09	23.04
4055	29.1	59	0	5.37	14.09	21.03
4056	44.1	64.9	0.21	8.5	21.92	29.97
4057	33.1	50	0	3.36	12.97	21.03
4058	28.2	57.9	0	4.03	14.09	18.12
4059	43	64.9	0.08	4.47	16.11	23.04
4060	64	72	0	14.99	25.05	33.11
4061	42.1	64.9	0.08	9.84	21.92	31.09
4062	37	44.1	0	8.72	17	21.92
4063	37	57.9	0	6.49	14.99	25.05
4064	54	75	0	14.32	23.04	27.96
4065	55.9	81	0.02	13.42	25.95	33.11
4066	39.9	55.9	0.06	6.93	19.91	25.95
4067	39	61	0.02	5.14	14.09	21.03
4068	39.9	50	0.3	2.46	12.08	16.11
4069	50	72	0	3.36	12.97	17
4070	63	77	0	8.95	21.03	23.94
4071	61	78.1	0	9.84	18.12	25.05
4072	52	70	0	4.92	12.08	18.12
4073	57	78.1	0	11.18	23.04	27.07
4074	60.1	73	0	11.18	23.04	27.96
4075	39.9	63	0.09	4.25	16.11	25.95
4076	35.1	61	0	2.24	14.99	19.01
4077	39	57	0.07	4.92	12.97	16.11
4078	50	57	0.59	4.47	14.99	21.03
4079	41	55	0	14.99	25.95	46.08
4080	35.1	57	0	8.72	17	27.96
4081	35.1	55.9	0	6.93	21.03	27.96
4082	26.2	54	0	4.7	12.97	19.91
4083	32	42.1	0.45	4.47	12.97	18.12
4084	35.1	54	0	6.71	18.12	27.07
4085	27.1	46.9	0	4.47	16.11	25.05
4086	25.2	52	0	6.04	17	25.05
4087	37.9	55.9	0	3.13	12.08	14.99
4088	37.9	48.9	0.21	7.83	16.11	21.92
4089	32	37.9	0.92	7.16	14.09	19.91
4090	29.1	48	0	6.71	17	25.95
4091	31.1	44.1	0	7.61	18.12	31.99
4092	24.3	64.9	0	11.63	29.97	42.05
4093	39	68	0	5.82	17	31.09
4094	34	71.1	0.27	6.26	25.05	31.99
4095	39.9	60.1	0.01	6.04	16.11	21.92
4096	44.1	64.9	0	5.59	12.08	14.99
4097	36	57	1.05	8.72	21.03	27.07
4098	32	42.1	0.05	6.93	17	27.07
4099	32	53.1	0	6.04	14.09	21.92
4100	27.1	55.9	0	3.8	16.11	23.04
4101	27.1	50	0.91	3.58	14.99	21.03
4102	33.1	54	0.3	9.84	21.03	27.96
4103	32	53.1	0	10.29	19.91	25.05
4104	34	48.9	0.01	5.37	14.09	17
4105	43	75.9	0	10.74	21.92	29.08
4106	55.9	80.1	0	13.87	25.05	31.99
4107	51.1	71.1	0.03	13.2	23.04	31.09
4108	39.9	64	0	5.82	14.09	19.01
4109	41	75	0	7.61	16.11	19.91
4110	51.1	81	0	9.84	21.03	25.95
4111	45	75	0	7.61	19.91	25.05
4112	48	77	0	13.87	23.94	31.09
4113	34	61	0	3.58	10.07	17
4114	45	73	0	11.41	25.95	33.11
4115	33.1	62.1	0.99	8.05	21.03	31.99
4116	32	52	0	4.92	17	25.05
4117	39.9	57	0	5.14	16.11	19.91
4118	39	62.1	0	5.37	14.99	19.91
4119	37.9	62.1	0	5.37	12.08	18.12
4120	44.1	75	0	13.87	25.95	34
4121	52	80.1	0	14.32	27.96	33.11
4122	59	81	0	13.87	23.94	31.09
4123	61	82	3.31	12.53	38.92	48.09
4124	41	64	0	14.76	33.11	42.05
4125	33.1	62.1	0	9.4	25.95	33.11
