day	temperaturemin	temperaturemax	precipitation	avgwindspeed	fastest2minwindspeed	fastest5secwindspeed
1252	73	91.9	0	7.83	17	21.92
1253	72	93	0.18	10.29	21.92	29.08
1254	64	82	0	3.58	14.09	21.03
1255	64	82.9	0	4.7	10.07	14.99
1256	68	88	0	11.18	21.92	29.08
1257	73.9	91	0	7.38	17.9	21.03
1258	70	91	0	4.7	12.97	17.9
1259	68	93.9	0	4.7	17	29.08
1260	72	96.1	1.23	5.59	23.04	31.09
1261	71.1	93	0	3.8	12.97	19.91
1262	72	93.9	0.01	2.46	14.99	17
1263	73	91	0.16	4.92	19.91	23.94
1264	71.1	91	0	3.36	16.11	21.92
1265	69.1	88	0	5.82	14.09	17.9
1266	73	93	0	4.92	8.95	12.97
1267	72	93.9	0	3.58	12.08	14.99
1268	69.1	93	0	2.46	12.08	14.99
1269	69.1	98.1	0	4.47	17.9	25.05
1270	73	97	0.05	4.7	17	29.97
1271	73	99	0	5.14	17.9	23.94
1272	77	93.9	0	4.47	14.09	17.9
1273	73	97	0	5.37	19.91	25.05
1274	73	100.9	0	8.05	17.9	21.92
1275	73	99	0	8.5	21.03	23.94
1276	75	96.1	0	7.16	17	21.03
1277	69.1	78.1	0.18	5.59	12.97	17.9
1278	64	81	0	5.37	14.99	19.91
1279	57.9	82.9	0	3.8	14.99	23.94
1280	57	87.1	0	3.58	10.07	17.9
1281	61	93	0	4.92	12.97	17.9
1282	64	97	0	6.04	12.08	14.99
1283	66	100.9	0	3.8	12.97	21.03
1284	69.1	102	0	4.25	14.99	19.91
1285	73	99	0.01	4.7	16.11	19.91
1286	72	95	0.4	3.58	36.01	48.09
1287	73.9	91	0	4.25	12.97	17
1288	73	96.1	0	4.25	16.11	21.92
1289	73.9	87.1	0.14	6.49	14.99	19.91
1290	72	93	0.38	7.16	16.11	21.92
1291	72	91.9	0.23	3.36	12.08	14.99
1292	71.1	96.1	0	3.58	14.09	19.91
1293	77	97	0	9.62	17	21.92
1294	72	88	0.18	8.05	21.03	29.97
1295	71.1	95	0.01	7.16	23.04	27.96
1296	75	93	0	12.53	25.95	36.01
1297	73	98.1	0.64	7.61	29.97	44.96
1298	75	97	0	7.83	17	29.08
1299	75	97	0	2.68	10.07	16.11
1300	75.9	100	0	5.82	17	23.04
1301	79	100	0	9.62	17.9	25.95
1302	80.1	102	0	8.95	19.91	25.95
1303	77	93.9	0	6.26	14.99	21.03
1304	72	82.9	0.32	5.14	12.97	16.11
1305	73.9	93.9	0	5.14	12.97	16.11
1306	73.9	97	0.46	5.59	21.92	25.95
1307	73	89.1	0	5.59	14.09	19.91
1308	64	78.1	0.12	2.91	10.07	16.11
1309	66	79	0.1	4.92	10.07	12.97
1310	70	86	0	4.03	8.95	14.09
1311	71.1	91	0	3.8	10.07	17
1312	73.9	95	0.39	8.05	23.94	38.03
1313	73.9	95	0.8	10.51	23.94	38.92
1314	72	91.9	0	3.8	12.08	14.99
1315	72	89.1	0	5.59	14.99	21.03
1316	71.1	90	0	3.58	12.08	21.03
1317	71.1	93	0	3.36	10.07	14.09
1318	73.9	97	0	6.49	14.09	19.91
1319	78.1	98.1	0.41	6.71	17	29.08
1320	75.9	97	0.05	4.25	12.97	17
1321	73.9	88	0	7.16	16.11	23.94
1322	73.9	88	0	7.61	14.09	17.9
1323	73.9	93	0	4.92	12.97	16.11
1324	73.9	95	0	5.14	12.97	14.99
1325	73.9	97	0	6.71	12.97	17.9
1326	75	96.1	0.1	6.49	19.91	27.96
1327	75	84	0.6	2.68	12.97	14.99
1328	71.1	90	0	5.82	12.97	17
1329	66.9	90	0	3.36	12.97	19.91
1330	73	91	0.07	4.7	12.97	17
1331	72	89.1	0	4.25	16.11	21.03
1332	70	82.9	0.47	5.82	17.9	23.04
1333	66.9	80.1	0.05	2.24	10.07	14.09
1334	66	90	0	1.57	10.07	12.97
1335	66.9	91	0	2.91	8.95	12.97
1336	70	90	0	2.68	12.97	19.91
1337	66.9	90	0	2.91	12.08	17
1338	64.9	98.1	0	1.79	8.95	14.09
1339	64.9	97	0	2.24	10.07	16.11
1340	69.1	95	0	2.91	12.97	21.03
1341	66	89.1	0	4.7	14.09	17.9
1342	73	99	0	5.59	16.11	23.04
1343	59	87.1	0	5.14	14.99	21.92
1344	54	87.1	0	3.13	14.99	21.03
1345	57.9	90	0	3.36	12.97	16.11
1346	66	93.9	0	6.04	14.09	17.9
1347	71.1	91	0	8.95	17.9	23.94
1348	57.9	91.9	0	3.58	14.09	21.03
1349	57.9	88	0	5.37	14.09	21.03
1350	66	79	0.1	4.47	12.08	16.11
1351	64.9	88	0.03	3.8	12.97	21.92
1352	63	87.1	0	3.58	16.11	23.04
1353	60.1	96.1	0	4.03	16.11	23.94
1354	59	93.9	0	3.8	12.08	17.9
1355	68	93.9	0	11.86	25.05	33.11
1356	73	95	0	7.38	17	23.04
1357	64.9	87.1	0	6.26	14.09	17.9
1358	60.1	93	0	2.01	10.07	14.99
1359	64	93	0	4.7	14.09	21.92
1360	66.9	89.1	0	6.71	14.99	21.03
1361	70	96.1	0	8.5	17.9	25.05
1362	71.1	99	0	6.71	14.99	19.91
1363	70	96.1	0	7.83	14.99	21.03
1364	68	98.1	0	7.61	17.9	23.94
1365	68	84	2.25	6.26	16.11	21.03
1366	69.1	75.9	0.7	8.72	14.99	21.03
1367	64	81	0.05	6.71	17	23.94
1368	63	69.1	1.69	8.05	16.11	21.03
1369	68	77	1.84	7.83	21.92	31.09
1370	55	78.1	0.01	5.82	17.9	27.96
1371	50	73.9	0	4.47	12.97	17
1372	50	72	0	5.14	17	23.94
1373	53.1	68	0	4.92	16.11	21.03
1374	46.9	69.1	0	4.03	14.99	21.92
1375	44.1	70	0	4.47	17	23.94
1376	46.9	82	0	5.59	17.9	25.95
1377	48	79	0	2.01	12.97	16.11
1378	48	84	0	1.12	6.93	10.07
1379	52	87.1	0	2.01	8.05	12.97
1380	57.9	87.1	0	5.59	14.99	17.9
1381	57	88	0	3.8	14.09	17
1382	62.1	79	0	4.25	12.97	16.11
1383	55	71.1	1.11	4.92	12.08	21.03
1384	43	71.1	0	5.82	17	23.94
1385	42.1	70	0	3.58	12.97	17.9
1386	39.9	78.1	0	3.8	14.09	17
1387	48.9	82	0	3.36	12.97	17
1388	54	79	0	3.13	8.95	12.97
1389	52	64.9	0.1	2.24	8.05	12.08
1390	48.9	78.1	0	6.49	19.91	29.08
1391	43	68	0	2.91	10.07	17
1392	39	73.9	0	2.68	12.97	16.11
1393	46.9	78.1	0	5.82	16.11	23.04
1394	61	78.1	0.27	7.61	25.95	38.03
1395	64	81	0.53	10.07	17.9	23.94
1396	73	87.1	0.29	13.87	25.05	36.91
1397	61	82	0	6.71	14.99	17.9
1398	44.1	62.1	0	4.92	14.99	21.03
1399	36	64.9	0	5.82	17	19.91
1400	44.1	75	0	4.7	14.09	19.91
1401	46	63	0	8.5	16.11	23.94
1402	41	57.9	0	7.83	14.99	19.91
1403	45	55.9	0.02	4.03	10.07	12.97
1404	48	54	0.72	2.24	8.05	14.09
1405	39.9	61	0	3.58	12.97	16.11
1406	37.9	53.1	0.16	3.36	16.11	21.92
1407	30	53.1	0	2.46	16.11	19.91
1408	30.9	66.9	0	3.13	16.11	21.92
1409	37	73	0	1.57	10.07	16.11
1410	39.9	70	0	1.79	10.07	14.09
1411	39.9	66	0	4.03	14.99	31.99
1412	36	66	0	4.03	17.9	21.92
1413	32	69.1	0	1.34	8.05	12.08
1414	32	70	0	2.01	8.05	14.09
1415	39.9	70	0	1.79	8.05	12.97
1416	54	66.9	0.38	8.28	25.05	36.91
1417	39.9	64.9	0.09	7.16	31.09	42.95
1418	34	62.1	0	2.24	12.97	17.9
1419	34	61	0	1.79	12.08	14.09
1420	39.9	69.1	0	3.8	16.11	23.94
1421	37.9	69.1	0	0.45	6.04	12.08
1422	43	73	0	4.25	16.11	21.92
1423	54	77	0	7.61	23.94	29.97
1424	46	63	0	5.14	12.08	14.99
1425	41	61	0	4.03	10.07	14.09
1426	50	66	0.07	7.61	21.92	31.09
1427	34	54	0	4.25	12.97	21.03
1428	26.1	52	0	2.24	12.08	14.99
1429	27	55	0	4.25	10.07	14.09
1430	48.9	72	0.01	11.86	25.05	33.11
1431	30.9	70	0.29	12.08	29.97	40.04
1432	26.1	48.9	0	2.01	10.07	16.11
1433	33.1	48.9	0	2.01	8.95	14.09
1434	28.9	41	0.27	0.89	8.95	12.08
1435	28.9	41	0	6.93	19.91	29.97
1436	25	37.9	0	8.28	19.91	29.97
1437	21	35.1	0	7.83	17	31.09
1438	16	37.9	0	2.68	10.07	16.11
1439	19.9	42.1	0	2.24	8.05	12.97
1440	24.1	48	0	0.22	6.93	10.07
1441	26.1	41	0.17	2.91	8.05	10.07
1442	36	52	0.4	7.61	21.03	29.97
1443	25	36	0	11.18	17.9	31.09
1444	16	35.1	0	10.07	17.9	31.09
1445	16	37	0	5.59	12.97	19.91
1446	28	35.1	0.6	4.47	14.99	21.03
1447	28	43	0	2.24	8.95	16.11
1448	28.9	39	0.01	4.92	8.95	12.08
1449	28.9	43	0	4.47	14.09	21.03
1450	25	42.1	0	4.03	14.09	21.03
1451	28	42.1	0	2.24	8.05	10.07
1452	41	52	0	2.01	12.97	23.04
1453	32	45	0	7.83	17.9	29.08
1454	21.9	46.9	0	0.89	8.95	14.09
1455	32	44.1	0.15	2.46	8.95	16.11
1456	26.1	33.1	0.5	7.16	16.11	25.95
1457	19.9	37	0	8.05	19.91	27.96
1458	19	46.9	0	4.7	14.99	21.03
1459	24.1	46.9	0	1.57	12.08	14.99
1460	24.1	46	0	0.89	6.04	8.05
1461	28.9	61	0	2.91	14.09	17
1462	39	63	0.28	4.25	17	23.94
1463	37	62.1	0.17	7.38	14.09	23.94
1464	26.1	45	0	2.01	10.07	14.09
1465	23	54	0	4.92	17.9	21.92
1466	26.1	46	0	0.67	6.04	8.95
1467	32	48	0.15	2.24	8.95	12.97
1468	30.9	46	0	5.37	17.9	23.04
1469	24.1	44.1	0	6.71	19.91	31.09
1470	19	35.1	0	4.03	12.97	21.03
1471	26.1	34	0.12	4.7	14.09	17
1472	28	32	0.08	5.82	12.97	19.91
1473	26.1	37.9	0	9.17	21.92	29.08
1474	19.9	42.1	0	3.8	12.08	17.9
1475	19	41	0	1.12	8.05	10.07
1476	26.1	50	0	6.71	17.9	23.94
1477	25	53.1	0	1.34	8.95	14.09
1478	30	46	0.03	7.16	14.09	17.9
1479	32	46.9	0	4.7	12.97	21.92
1480	42.1	61	0	5.14	14.99	21.03
1481	28	51.1	0	3.13	14.09	19.91
1482	28	46.9	0	7.16	17.9	31.99
1483	17.1	32	0	5.82	14.09	17.9
1484	16	46	0	2.24	10.07	16.11
1485	25	39.9	0	4.25	14.09	17
1486	30	51.1	0.17	2.91	14.09	17.9
1487	37.9	43	0.37	6.26	14.99	25.05
1488	28	48	0	2.68	12.08	14.99
1489	28	55.9	0	4.47	17	23.94
1490	24.1	57.9	0	6.04	21.03	27.96
1491	35.1	69.1	0	3.8	10.07	16.11
1492	35.1	46.9	0	9.4	19.91	23.94
1493	34	53.1	0	4.47	8.95	14.09
1494	44.1	68	0.18	14.32	31.09	40.94
1495	32	44.1	0	5.14	12.08	17.9
1496	33.1	37	0.45	3.13	8.95	12.97
1497	35.1	48.9	0.92	8.05	21.03	25.95
1498	30	54	0	2.01	8.95	12.97
1499	30	57.9	0	3.8	14.09	17
1500	30	50	0	8.05	16.11	27.96
1501	24.1	48	0	4.47	12.08	17
1502	26.1	46	0.03	4.25	14.09	19.91
1503	21	51.1	0	1.12	6.93	10.07
1504	24.1	57	0	5.14	17.9	31.99
1505	25	61	0	6.93	17.9	23.94
1506	37.9	72	0	11.41	29.08	36.91
1507	32	57	0	4.25	14.09	17
1508	34	63	0	5.37	17.9	21.92
1509	39.9	71.1	0	7.61	17.9	25.05
1510	52	78.1	0	10.74	17.9	23.04
1511	48	68	0	8.72	23.04	38.92
1512	30.9	62.1	0	4.92	17	21.92
1513	44.1	75.9	0	13.2	23.04	29.08
1514	33.1	64.9	0	9.17	21.92	31.99
1515	28.9	53.1	0	3.36	8.95	12.97
1516	37	59	0.02	4.7	16.11	23.04
1517	41	73.9	0.05	16.33	31.99	40.94
1518	33.1	61	0	5.82	14.09	19.91
1519	44.1	81	0	8.28	19.91	23.94
1520	57	81	0.62	14.32	31.99	38.92
1521	39.9	57	0	9.17	23.94	34.9
1522	30	66	0	4.47	16.11	25.95
1523	35.1	53.1	0	10.74	21.03	29.08
1524	27	61	0	5.82	19.91	23.94
1525	43	69.1	0	8.5	17.9	25.05
1526	39	64.9	0.67	10.51	21.03	36.01
1527	34	54	0	5.82	16.11	21.92
1528	28	57.9	0	6.26	14.09	21.03
1529	39	61	0.23	8.72	17.9	23.04
1530	42.1	68	0.47	9.84	31.99	44.96
1531	36	51.1	0	6.04	16.11	23.04
1532	30.9	69.1	0	10.07	23.04	31.09
1533	45	77	0	5.82	14.99	21.03
1534	43	57.9	0	9.17	19.91	23.94
1535	42.1	55.9	0.1	8.05	16.11	21.03
1536	46.9	64	0.05	2.91	10.07	14.09
1537	37	70	0	2.91	8.95	12.08
1538	46	84.9	0	8.5	17.9	25.05
1539	55.9	75	0	5.82	17.9	25.05
1540	42.1	60.1	0	6.04	14.99	19.91
1541	52	75	0	12.75	27.96	36.01
1542	54	84.9	0	6.71	16.11	21.92
1543	50	82.9	0.45	6.71	25.95	36.01
1544	50	68	0.04	7.83	17	29.97
1545	42.1	57	0	3.58	12.08	17.9
1546	39	50	0.34	8.05	14.09	19.91
1547	35.1	39.9	0.07	6.93	17	21.92
1548	30.9	48.9	0.02	2.46	12.97	17
1549	28.9	62.1	0	1.34	10.07	14.09
1550	39.9	48	1.05	7.83	21.92	29.08
1551	39.9	48	0.03	3.58	10.07	12.97
1552	37.9	55	0	6.26	17.9	29.97
1553	37	64.9	0	8.95	27.96	42.95
1554	33.1	71.1	0	5.37	17.9	25.05
1555	55.9	84.9	0	18.57	31.09	38.92
1556	46.9	71.1	0.5	13.2	38.03	51
1557	34	68	0	7.61	21.03	25.95
1558	46	79	0	6.49	14.99	17.9
1559	53.1	82	0.06	5.14	21.92	31.99
1560	48	57	1.04	5.59	23.04	29.97
1561	52	72	0	3.8	8.95	14.09
1562	60.1	84	0	11.63	23.04	29.97
1563	57	73	0	12.3	31.99	40.04
1564	46.9	72	0	5.14	14.09	21.92
1565	43	75	0	2.01	10.07	12.97
1566	48.9	75.9	0	9.62	19.91	29.08
1567	55.9	73.9	0.39	15.43	36.01	48.99
1568	45	71.1	0	6.49	17	25.95
1569	50	80.1	0	10.07	21.92	27.96
1570	55.9	84.9	0	11.18	21.03	27.96
1571	64	84	0	11.63	23.94	29.97
1572	55	73	0.01	5.82	16.11	21.92
1573	51.1	57.9	0.43	5.82	14.99	21.92
1574	54	78.1	0.01	5.82	17	23.04
1575	62.1	87.1	0	11.18	21.92	25.95
1576	66	84	0	10.07	17.9	23.04
1577	68	82.9	0	10.29	17.9	25.05
1578	68	87.1	0.21	12.97	29.97	40.94
1579	61	78.1	0.01	15.21	31.09	40.04
1580	52	75.9	0	5.14	17.9	25.05
1581	46	77	0	3.13	10.07	14.99
1582	54	75	0	5.14	14.09	17.9
1583	55.9	82.9	0	7.16	17	23.04
1584	63	84.9	0	11.41	21.92	25.05
1585	50	71.1	0.67	5.82	17	29.08
1586	42.1	68	0	3.13	12.97	19.91
1587	44.1	72	0.3	7.61	19.91	25.95
1588	53.1	73.9	0	3.36	12.08	16.11
1589	53.1	71.1	0.12	3.36	12.08	16.11
1590	50	80.1	0	1.57	8.05	14.99
1591	54	82	0.16	4.7	14.99	23.94
1592	57	79	0	3.36	8.95	14.99
1593	60.1	66	0.02	4.47	14.99	17
1594	62.1	79	0.73	3.8	23.04	29.97
1595	63	79	0.12	4.7	14.09	16.11
1596	63	80.1	0.02	5.82	16.11	21.03
1597	55.9	78.1	0	3.36	10.07	14.99
1598	57.9	72	0.17	7.16	16.11	21.92
1599	55	75	0	3.13	12.08	17
1600	53.1	78.1	0	2.91	14.09	17
1601	57	82	0	2.68	12.08	17
1602	55	84	0	2.01	10.07	16.11
1603	59	89.1	0	4.03	12.08	17.9
1604	66	91	0.09	7.38	19.91	25.05
1605	70	93	0	7.16	14.99	23.94
1606	64.9	93	0	3.13	12.08	14.99
1607	73	93	0	11.86	19.91	29.97
1608	64.9	82	1.64	6.93	16.11	21.92
1609	64.9	86	0	4.03	14.99	19.91
1610	70	89.1	0	4.92	10.07	14.99
1611	70	93.9	0	5.59	12.97	16.11
1612	70	95	0	3.8	12.97	16.11
1613	70	95	0	2.46	8.05	14.09
1614	70	95	0	2.91	10.07	16.11
1615	66	84.9	0	6.93	16.11	21.92
1616	55.9	89.1	0	2.91	12.08	16.11
1617	69.1	90	0	5.82	16.11	17.9
1618	69.1	90	0	4.7	12.97	19.91
1619	64	93	0	3.13	12.08	14.99
1620	72	97	0	4.92	12.08	16.11
1621	73.9	97	0	7.61	10.96	17
1622	72	96.1	0	7.38	12.97	31.99
1623	70	93.9	0.3	6.49	14.09	25.05
1624	66.9	93.9	0.24	5.59	23.04	34.9
1625	69.1	84.9	0	4.92	12.97	17.9
1626	64	84	0	4.92	12.97	19.91
1627	57.9	82.9	0	3.58	12.97	17
1628	68	91	0	8.5	19.91	23.94
1629	66.9	91.9	0	4.92	14.99	31.09
1630	68	95	0.24	6.49	21.92	36.91
1631	66	91.9	0	5.59	12.97	23.04
1632	69.1	93	0	6.49	21.03	29.97
1633	71.1	95	0	4.92	17	23.94
1634	72	96.1	0	9.4	23.04	34.9
1635	73.9	91.9	0	11.18	25.95	36.01
1636	72	96.1	0.02	11.41	21.92	31.99
1637	70	89.1	0	4.03	14.99	23.04
1638	68	93.9	0	3.58	14.09	25.05
1639	73	93	0.03	5.59	17	21.92
1640	72	99	0.29	8.05	25.05	29.08
1641	68	93	0.04	4.47	10.07	17
1642	66	91	0	4.47	14.99	19.91
1643	64.9	93	0	3.13	14.09	19.91
1644	66	95	0	2.68	12.97	17.9
1645	72	97	0	8.5	16.11	25.95
1646	70	99	1.38	9.17	17.9	29.08
1647	70	91.9	0	3.8	14.99	17.9
1648	73	89.1	0.22	6.26	21.92	25.95
1649	70	93.9	0.06	5.82	16.11	25.05
1650	73.9	91.9	0.41	7.83	17	21.92
1651	73	89.1	0.09	5.14	12.97	25.05
1652	69.1	91.9	0	3.8	10.07	14.09
1653	73.9	96.1	0	6.26	17	25.05
1654	78.1	100	0	6.49	17	29.97
1655	75.9	97	0	3.13	12.97	23.04
1656	69.1	87.1	0	8.72	17	23.04
1657	60.1	86	0	6.93	14.99	25.95
1658	63	89.1	0	6.04	12.97	19.91
1659	68	88	0	2.68	8.95	14.09
1660	68	93.9	0	6.26	12.97	17.9
1661	70	96.1	0	4.92	12.08	14.99
1662	75	100	0	2.46	25.95	31.99
1663	77	102	0	4.7	19.91	25.05
1664	78.1	102.9	0	8.05	17.9	25.95
1665	78.1	102.9	0	7.16	17.9	27.96
1666	79	100.9	0	6.26	31.09	40.94
1667	73.9	97	0.07	4.92	25.95	31.99
1668	73	93	0	4.7	12.97	16.11
1669	73	99	0	4.92	14.99	27.96
1670	75	102	0	7.16	17.9	23.94
1671	75	104	0	3.8	12.08	19.91
1672	75	100	2.1	4.7	21.03	36.01
1673	73	84.9	1.16	2.68	14.99	29.97
1674	71.1	93.9	0	2.46	12.08	17.9
1675	70	97	0	2.91	10.07	14.99
1676	73	98.1	0	4.7	17.9	27.96
1677	77	95	0	4.92	14.09	23.04
1678	75.9	89.1	0	7.16	14.09	17
1679	73	89.1	4.31	5.37	14.99	21.92
1680	75	96.1	0	7.38	14.99	21.03
1681	73	96.1	0	5.59	12.97	21.03
1682	73	93.9	0	5.14	16.11	21.92
1683	70	93.9	0	3.58	16.11	21.03
1684	71.1	89.1	0	2.46	8.95	14.99
1685	71.1	88	0	6.26	17	25.05
1686	71.1	82	0.48	5.37	14.99	19.91
1687	64.9	87.1	1.08	5.37	23.94	36.91
1688	64	84.9	0	5.14	12.97	17
1689	64	88	0	1.79	8.95	14.09
1690	64	89.1	0	2.91	12.08	16.11
1691	69.1	89.1	0	3.36	12.08	16.11
1692	69.1	91	0	4.25	12.97	17.9
1693	69.1	89.1	0	4.25	10.07	14.09
1694	71.1	91.9	1	8.95	19.91	23.94
1695	70	89.1	0	5.37	14.09	17.9
1696	66	84	0	5.82	12.97	17
1697	64.9	88	0	5.14	12.08	16.11
1698	72	91	0	7.61	16.11	21.92
1699	73.9	89.1	0	8.72	25.05	31.99
1700	72	78.1	0.54	13.65	23.04	38.92
1701	69.1	91.9	0	4.92	14.09	21.92
1702	66.9	90	1.36	4.7	25.05	34.9
1703	66	82	0	6.93	14.09	17
1704	62.1	82.9	0	4.25	8.95	14.99
1705	60.1	86	0	2.01	12.08	16.11
1706	66.9	86	0.04	4.25	12.97	14.09
1707	69.1	87.1	0	3.13	8.95	12.97
1708	69.1	88	0	7.83	14.09	21.03
1709	72	86	0.12	8.28	16.11	25.95
1710	73.9	88	1.59	10.29	29.08	36.01
1711	69.1	82.9	0	3.8	14.99	21.03
1712	63	84	0	1.34	8.05	10.07
1713	63	84.9	0	3.8	12.08	16.11
1714	64	87.1	0	1.57	8.05	10.07
1715	64.9	88	0	2.46	10.07	14.09
1716	66	87.1	0	2.91	8.95	12.97
1717	63	88	0	2.68	8.05	12.08
1718	66	89.1	0	2.46	12.08	14.99
1719	57.9	89.1	1.31	8.95	21.03	31.09
1720	55	60.1	0.09	8.28	19.91	23.94
1721	55	61	0.23	8.05	14.09	21.03
1722	57	70	0	7.38	14.09	17
1723	60.1	75	0	2.91	8.95	12.08
1724	64	78.1	0	1.34	6.93	8.95
1725	66.9	82.9	0.43	3.36	8.05	0
1726	70	82	0.08	2.46	8.95	12.97
1727	66	73.9	0.68	3.58	19.91	25.95
1728	66.9	78.1	0.03	3.8	8.05	0
1729	70	80.1	0	5.82	17.9	23.94
1730	68	84.9	0	2.91	17.9	25.95
1731	73	87.1	0	7.61	12.97	17
1732	66.9	82.9	0.78	4.25	21.92	27.96
1733	61	84	0	4.25	16.11	21.92
1734	55.9	84	0.16	2.91	19.91	25.05
1735	46.9	64	0	6.71	16.11	23.94
1736	45	62.1	0	5.37	16.11	25.05
1737	42.1	68	0	4.03	12.97	21.92
1738	44.1	72	0	2.24	12.97	17
1739	48.9	77	0	1.12	8.05	12.08
1740	50	75	0	4.92	14.09	16.11
1741	45	73.9	0	3.36	14.99	17.9
1742	46	73	0	5.14	12.97	17
1743	52	77	0	6.26	16.11	17.9
1744	55.9	75	0	6.71	12.08	14.99
1745	62.1	66.9	0.32	8.05	21.03	27.96
1746	63	78.1	0.09	4.25	12.97	16.11
1747	66	80.1	0	8.05	17.9	23.94
1748	53.1	73.9	0	9.62	19.91	31.99
1749	46.9	73.9	0	4.7	17	23.04
1750	44.1	77	0	6.26	17	21.92
1751	55	84.9	0	8.72	19.91	23.94
1752	59	82.9	1.04	6.26	14.09	19.91
1753	54	68	0.84	10.51	25.95	34.9
1754	45	62.1	0	13.42	23.94	33.11
1755	41	66	0	2.24	12.08	14.99
1756	43	66.9	0	2.01	8.95	12.97
1757	39.9	69.1	0	1.57	8.95	14.09
1758	43	72	0	1.12	8.95	12.08
1759	45	71.1	0	1.12	10.07	12.97
1760	45	75.9	0	7.61	23.04	27.96
1761	54	77	0	10.74	21.03	25.05
1762	43	63	0.08	9.4	21.92	25.95
1763	34	54	0.87	5.37	16.11	25.95
1764	30	57.9	0	2.91	10.07	16.11
1765	34	55.9	0.27	3.13	10.07	14.09
1766	37	61	0	2.46	16.11	21.92
1767	34	64	0	0.67	6.93	10.07
1768	36	66.9	0.17	4.03	12.97	17
1769	46.9	55	1.43	11.41	21.03	29.08
1770	37.9	55	0	8.28	17.9	25.95
1771	39.9	64.9	0	3.36	10.07	14.99
1772	37.9	71.1	0	0.89	8.05	12.08
1773	39.9	70	0	0.89	8.05	12.08
1774	39	71.1	0	0.22	6.04	6.93
1775	39.9	66.9	0.01	3.58	12.97	19.91
1776	33.1	53.1	0	5.82	16.11	21.92
1777	32	64.9	0	6.26	16.11	21.03
1778	39.9	66.9	0	10.51	21.92	27.96
1779	55.9	75.9	0	12.97	23.94	29.08
1780	62.1	78.1	0	10.51	21.03	25.95
1781	62.1	79	0	11.63	21.92	29.97
1782	34	62.1	0.54	6.93	23.04	29.97
1783	27	51.1	0	1.57	10.07	16.11
1784	28	63	0	1.34	8.95	10.07
1785	46	73.9	0	6.49	19.91	23.94
1786	60.1	77	0	4.7	12.08	14.09
1787	61	77	0	6.93	19.91	27.96
1788	48.9	73.9	0.18	12.08	21.92	34.9
1789	37.9	64	0	0.89	8.05	10.07
1790	35.1	70	0	3.58	12.08	14.99
1791	39	70	0	4.92	17	21.03
1792	51.1	75	0	8.95	19.91	23.94
1793	60.1	71.1	0.02	8.72	17.9	25.95
1794	39.9	66.9	0.97	12.3	31.99	36.91
1795	34	53.1	0	5.82	14.99	21.92
1796	28.9	55.9	0	1.57	10.07	14.99
1797	28.9	64	0	1.57	8.95	12.97
1798	35.1	57	0	4.92	14.09	17
1799	30.9	64	0	0.67	6.93	8.95
1800	45	71.1	0	4.7	12.08	16.11
1801	60.1	72	0	7.83	16.11	21.92
1802	44.1	70	0.54	13.42	29.08	40.94
1803	33.1	51.1	0	2.46	10.07	17
1804	32	55	0	1.12	6.93	8.05
1805	36	53.1	0	2.91	12.08	16.11
1806	30	46.9	0	6.26	16.11	21.03
1807	32	48	0	3.13	8.95	12.08
1808	30.9	63	0	0.22	6.04	8.05
1809	39	60.1	0	2.24	6.93	12.08
1810	43	68	0	8.95	25.05	31.09
1811	43	66	0.53	6.71	14.99	17
1812	30.9	48.9	0.09	3.36	12.08	17.9
1813	27	48.9	0	2.01	12.97	21.92
1814	28	57.9	0	7.16	19.91	23.94
1815	39.9	62.1	0	5.82	12.08	14.09
1816	55	64.9	0.25	9.62	21.03	29.08
1817	61	68	0.08	7.83	21.03	29.08
1818	45	68	0	7.61	25.95	36.01
1819	36	52	0	1.12	12.08	17
1820	34	52	0	4.92	14.99	17.9
1821	34	54	0	3.36	12.08	17
1822	42.1	64	0.56	11.86	29.97	44.07
1823	37.9	53.1	0	6.49	17	25.05
1824	26.1	55.9	0	4.7	16.11	19.91
1825	36	62.1	0	9.4	19.91	23.94
1826	39.9	64.9	0	6.49	14.99	23.94
1827	35.1	68	0.01	7.83	23.04	29.08
1828	32	55	0	8.95	16.11	31.09
1829	24.1	35.1	0	8.72	21.03	31.99
1830	19	44.1	0	6.04	16.11	17.9
1831	30	55	0	3.58	14.09	17.9
1832	33.1	66	0	5.59	14.09	17
1833	39	72	0	6.04	14.09	19.91
1834	48	59	0.02	4.03	12.08	14.99
1835	43	48.9	0.28	3.58	8.95	14.99
1836	43	55.9	0	1.12	8.05	10.07
1837	44.1	60.1	0.61	8.05	19.91	27.96
1838	44.1	59	0	12.97	23.04	29.97
1839	30	55	0	11.86	31.09	40.94
1840	23	46	0	5.14	17.9	23.04
1841	30	44.1	0	3.58	14.09	21.03
1842	27	46.9	0	6.49	14.09	19.91
1843	42.1	64.9	0.1	14.99	31.09	40.94
1844	36	57	0.11	6.93	23.94	29.97
1845	27	48.9	0	6.26	14.99	21.03
1846	33.1	57	0.19	3.8	12.08	14.99
1847	36	57.9	0.42	7.61	17.9	23.94
1848	32	37	0	8.05	17.9	23.04
1849	36	53.1	0	4.03	8.95	12.97
1850	43	64	0	4.25	10.07	12.97
1851	34	64	0	1.79	8.95	14.09
1852	39.9	69.1	0	6.71	23.04	33.11
1853	46	69.1	0.22	11.18	31.09	40.04
1854	32	62.1	0	4.47	14.99	21.92
1855	32	53.1	0	5.59	16.11	19.91
